order_item_id,order_id,product_id,quantity,unit_price,total_price
814,276,40,1,1364.16,1364.16
815,276,7,1,1434.88,1434.88
816,276,118,1,1780.53,1780.53
817,277,65,1,503.33,503.33
818,277,143,2,407.15,814.3
819,278,105,4,538.57,2154.28
820,278,100,4,248.57,994.28
821,278,116,3,1864.19,5592.57
822,279,100,1,248.57,248.57
823,280,2,3,557.31,1671.93
824,280,17,1,1108.56,1108.56
825,280,150,3,1941.1,5823.3
826,280,12,3,1529.35,4588.05
827,280,19,1,1412.1,1412.1
828,281,113,1,1091.0,1091.0
829,281,98,4,1704.17,6816.68
830,281,102,2,173.15,346.3
831,282,57,2,166.73,333.46
832,282,35,3,1127.12,3381.36
833,282,101,3,1162.05,3486.15
834,282,140,1,1343.12,1343.12
835,282,76,2,828.09,1656.18
836,283,11,1,562.96,562.96
837,284,101,2,1162.05,2324.1
838,284,138,3,830.47,2491.41
839,284,141,2,326.8,653.6
840,284,22,4,563.17,2252.68
841,284,79,2,1724.73,3449.46
842,285,48,3,1526.3,4578.9
843,285,57,2,166.73,333.46
844,286,47,1,1908.09,1908.09
845,287,119,3,551.97,1655.91
846,287,141,1,326.8,326.8
847,287,19,2,1412.1,2824.2
848,287,75,4,1321.38,5285.52
849,287,18,3,1724.8,5174.4
850,288,33,3,1829.95,5489.85
851,288,61,1,1746.14,1746.14
852,288,26,2,497.17,994.34
853,289,125,3,1959.8,5879.4
854,289,116,2,1864.19,3728.38
855,289,85,3,39.37,118.11
856,290,110,3,537.75,1613.25
857,290,44,2,1770.73,3541.46
858,290,2,2,557.31,1114.62
859,291,71,4,564.17,2256.68
860,291,93,4,600.45,2401.8
861,291,35,4,1127.12,4508.48
862,291,85,3,39.37,118.11
863,292,125,2,1959.8,3919.6
864,292,142,1,1745.61,1745.61
865,292,28,3,1372.38,4117.14
866,293,138,3,830.47,2491.41
867,293,51,1,314.15,314.15
868,294,5,1,196.45,196.45
869,295,149,3,1879.08,5637.24
870,295,104,4,1342.75,5371.0
871,295,55,2,1970.79,3941.58
872,295,10,3,1613.58,4840.74
873,295,142,4,1745.61,6982.44
874,296,75,4,1321.38,5285.52
875,296,35,1,1127.12,1127.12
876,297,94,2,1474.12,2948.24
877,297,129,2,81.7,163.4
878,297,3,4,1475.58,5902.32
879,297,62,2,1858.54,3717.08
880,298,145,4,57.09,228.36
881,298,38,3,992.1,2976.3
882,299,57,4,166.73,666.92
883,300,17,3,1108.56,3325.68
884,300,68,2,1418.6,2837.2
885,301,53,3,11.14,33.42
886,302,121,3,1272.13,3816.39
887,302,117,1,1757.47,1757.47
888,302,12,3,1529.35,4588.05
889,302,11,3,562.96,1688.88
890,303,140,1,1343.12,1343.12
891,303,146,3,663.24,1989.72
892,303,45,4,1285.51,5142.04
893,303,97,2,123.19,246.38
894,303,94,4,1474.12,5896.48
895,304,89,1,764.16,764.16
896,304,125,2,1959.8,3919.6
897,304,124,4,17.06,68.24
898,305,59,3,260.26,780.78
899,305,20,2,463.52,927.04
900,306,48,3,1526.3,4578.9
901,306,41,1,775.69,775.69
902,307,107,1,1858.75,1858.75
903,307,85,4,39.37,157.48
904,308,123,1,1272.23,1272.23
905,308,54,2,48.76,97.52
906,308,42,1,1062.94,1062.94
907,308,106,2,1294.55,2589.1
908,309,42,2,1062.94,2125.88
909,309,35,1,1127.12,1127.12
910,309,132,2,1866.85,3733.7
911,309,11,3,562.96,1688.88
912,309,147,2,565.46,1130.92
913,310,104,2,1342.75,2685.5
914,310,145,4,57.09,228.36
915,310,5,4,196.45,785.8
916,310,73,4,950.62,3802.48
917,310,22,2,563.17,1126.34
918,311,106,2,1294.55,2589.1
919,311,37,3,730.37,2191.11
920,312,88,1,1730.65,1730.65
921,312,117,2,1757.47,3514.94
922,313,99,2,145.24,290.48
923,313,34,4,537.11,2148.44
924,313,28,2,1372.38,2744.76
925,313,5,1,196.45,196.45
926,314,122,1,982.18,982.18
927,314,10,1,1613.58,1613.58
928,315,34,4,537.11,2148.44
929,315,139,3,1849.73,5549.19
930,315,1,1,1282.46,1282.46
931,315,111,4,146.89,587.56
932,316,124,3,17.06,51.18
933,316,98,1,1704.17,1704.17
934,317,35,1,1127.12,1127.12
935,317,66,3,51.86,155.58
936,317,123,4,1272.23,5088.92
937,317,60,3,1104.11,3312.33
938,318,2,1,557.31,557.31
939,318,148,1,1362.24,1362.24
940,319,53,1,11.14,11.14
941,319,81,2,849.54,1699.08
942,319,105,4,538.57,2154.28
943,319,93,3,600.45,1801.35
944,320,138,3,830.47,2491.41
945,320,109,3,155.79,467.37
946,320,145,4,57.09,228.36
947,321,106,4,1294.55,5178.2
948,321,142,2,1745.61,3491.22
949,322,144,3,617.33,1851.99
950,322,143,3,407.15,1221.45
951,322,124,3,17.06,51.18
952,323,36,2,1173.33,2346.66
953,323,31,1,1886.39,1886.39
954,323,59,2,260.26,520.52
955,323,115,4,1339.05,5356.2
956,324,141,4,326.8,1307.2
957,324,14,1,694.47,694.47
958,324,42,1,1062.94,1062.94
959,325,121,1,1272.13,1272.13
960,325,112,1,577.12,577.12
961,326,57,1,166.73,166.73
962,326,95,4,634.07,2536.28
963,326,21,4,1712.08,6848.32
964,327,134,4,214.56,858.24
965,327,74,1,820.05,820.05
966,327,15,2,96.47,192.94
967,327,45,3,1285.51,3856.53
968,327,127,2,29.24,58.48
969,328,131,2,93.24,186.48
970,329,44,2,1770.73,3541.46
971,329,10,1,1613.58,1613.58
972,329,93,3,600.45,1801.35
973,329,62,4,1858.54,7434.16
974,329,1,3,1282.46,3847.38
975,330,104,1,1342.75,1342.75
976,330,52,1,1907.46,1907.46
977,330,133,3,722.04,2166.12
978,330,4,3,1185.08,3555.24
979,331,71,4,564.17,2256.68
980,331,58,4,147.73,590.92
981,331,50,1,1281.51,1281.51
982,332,45,1,1285.51,1285.51
983,332,105,1,538.57,538.57
984,332,130,3,1109.52,3328.56
985,333,30,3,542.8,1628.4
986,333,132,4,1866.85,7467.4
987,333,66,4,51.86,207.44
988,334,124,4,17.06,68.24
989,334,63,1,630.32,630.32
990,334,87,3,818.76,2456.28
991,334,118,1,1780.53,1780.53
992,334,8,4,448.68,1794.72
993,335,59,4,260.26,1041.04
994,335,81,3,849.54,2548.62
995,336,138,1,830.47,830.47
996,336,3,4,1475.58,5902.32
997,336,68,3,1418.6,4255.8
998,336,64,1,1800.23,1800.23
999,336,74,2,820.05,1640.1
1000,337,81,3,849.54,2548.62
1001,337,91,2,851.78,1703.56
1002,337,56,2,125.27,250.54
1003,337,147,4,565.46,2261.84
1004,338,61,3,1746.14,5238.42
1005,338,62,2,1858.54,3717.08
1006,339,52,3,1907.46,5722.38
1007,339,64,2,1800.23,3600.46
1008,340,31,1,1886.39,1886.39
1009,341,2,3,557.31,1671.93
1010,341,139,3,1849.73,5549.19
1011,341,11,4,562.96,2251.84
1012,341,124,3,17.06,51.18
1013,342,47,2,1908.09,3816.18
1014,342,131,2,93.24,186.48
1015,342,72,1,1083.08,1083.08
1016,342,102,4,173.15,692.6
1017,343,139,4,1849.73,7398.92
1018,343,9,2,1620.77,3241.54
1019,343,129,4,81.7,326.8
1020,343,89,1,764.16,764.16
1021,344,118,4,1780.53,7122.12
1022,344,81,1,849.54,849.54
1023,344,3,3,1475.58,4426.74
1024,344,4,3,1185.08,3555.24
1025,344,54,3,48.76,146.28
1026,345,141,2,326.8,653.6
1027,345,68,3,1418.6,4255.8
1028,346,88,4,1730.65,6922.6
1029,346,94,2,1474.12,2948.24
1030,346,48,4,1526.3,6105.2
1031,346,128,3,1767.38,5302.14
1032,347,103,2,1050.34,2100.68
1033,347,72,2,1083.08,2166.16
1034,347,116,2,1864.19,3728.38
1035,348,70,2,667.55,1335.1
1036,349,111,4,146.89,587.56
1037,349,98,1,1704.17,1704.17
1038,349,51,2,314.15,628.3
1039,349,38,4,992.1,3968.4
1040,349,39,4,228.2,912.8
1041,350,133,3,722.04,2166.12
1042,350,137,4,333.38,1333.52
1043,351,65,1,503.33,503.33
1044,351,144,4,617.33,2469.32
1045,351,146,1,663.24,663.24
1046,352,16,3,258.4,775.2
1047,352,56,4,125.27,501.08
1048,353,116,3,1864.19,5592.57
1049,354,93,3,600.45,1801.35
1050,354,144,3,617.33,1851.99
1051,354,143,1,407.15,407.15
1052,355,32,2,1314.32,2628.64
1053,355,90,3,1853.77,5561.31
1054,355,51,3,314.15,942.45
1055,355,148,3,1362.24,4086.72
1056,356,125,4,1959.8,7839.2
1057,356,115,2,1339.05,2678.1
1058,356,21,2,1712.08,3424.16
1059,356,98,3,1704.17,5112.51
1060,356,74,4,820.05,3280.2
1061,357,147,3,565.46,1696.38
1062,357,104,2,1342.75,2685.5
1063,357,19,3,1412.1,4236.3
1064,357,21,3,1712.08,5136.24
1065,357,42,3,1062.94,3188.82
1066,358,102,3,173.15,519.45
1067,358,70,4,667.55,2670.2
1068,358,114,4,1967.87,7871.48
1069,359,48,2,1526.3,3052.6
1070,359,6,2,1208.02,2416.04
1071,360,21,4,1712.08,6848.32
1072,360,54,1,48.76,48.76
1073,360,43,1,1885.44,1885.44
1074,361,122,1,982.18,982.18
1075,362,102,1,173.15,173.15
1076,363,68,2,1418.6,2837.2
1077,364,100,3,248.57,745.71
1078,365,64,4,1800.23,7200.92
1079,365,73,2,950.62,1901.24
1080,366,135,1,1750.68,1750.68
1081,366,44,1,1770.73,1770.73
1082,367,84,3,110.67,332.01
1083,367,122,4,982.18,3928.72
1084,367,120,2,1438.05,2876.1
1085,368,46,3,875.18,2625.54
1086,368,117,3,1757.47,5272.41
1087,368,145,4,57.09,228.36
1088,368,112,2,577.12,1154.24
1089,368,135,1,1750.68,1750.68
1090,369,79,2,1724.73,3449.46
1091,369,94,3,1474.12,4422.36
1092,369,106,1,1294.55,1294.55
1093,369,67,1,1181.0,1181.0
1094,370,35,1,1127.12,1127.12
1095,370,89,4,764.16,3056.64
1096,370,74,4,820.05,3280.2
1097,370,121,3,1272.13,3816.39
1098,370,137,1,333.38,333.38
1099,371,75,3,1321.38,3964.14
1100,371,60,2,1104.11,2208.22
1101,371,2,4,557.31,2229.24
1102,371,141,4,326.8,1307.2
1103,372,64,2,1800.23,3600.46
1104,372,42,3,1062.94,3188.82
1105,372,100,1,248.57,248.57
1106,372,97,4,123.19,492.76
1107,373,133,3,722.04,2166.12
1108,373,70,3,667.55,2002.65
1109,374,49,3,221.76,665.28
1110,374,18,1,1724.8,1724.8
1111,374,47,4,1908.09,7632.36
1112,374,35,4,1127.12,4508.48
1113,375,126,1,889.25,889.25
1114,375,49,2,221.76,443.52
1115,375,83,1,1617.96,1617.96
1116,376,6,2,1208.02,2416.04
1117,376,48,4,1526.3,6105.2
1118,376,27,1,547.2,547.2
1119,376,73,2,950.62,1901.24
1120,376,69,1,144.13,144.13
1121,377,4,2,1185.08,2370.16
1122,377,127,3,29.24,87.72
1123,378,80,1,388.52,388.52
1124,378,128,3,1767.38,5302.14
1125,378,96,1,958.81,958.81
1126,378,119,2,551.97,1103.94
1127,379,69,4,144.13,576.52
1128,380,140,4,1343.12,5372.48
1129,381,50,4,1281.51,5126.04
1130,381,65,1,503.33,503.33
1131,382,64,4,1800.23,7200.92
1132,383,64,1,1800.23,1800.23
1133,383,9,2,1620.77,3241.54
1134,383,51,4,314.15,1256.6
1135,383,118,4,1780.53,7122.12
1136,384,83,1,1617.96,1617.96
1137,384,41,3,775.69,2327.07
1138,384,11,4,562.96,2251.84
1139,385,51,2,314.15,628.3
1140,385,93,1,600.45,600.45
1141,385,14,2,694.47,1388.94
1142,386,84,1,110.67,110.67
1143,386,4,4,1185.08,4740.32
1144,386,43,2,1885.44,3770.88
1145,386,71,1,564.17,564.17
1146,387,149,4,1879.08,7516.32
1147,388,40,4,1364.16,5456.64
1148,388,96,1,958.81,958.81
1149,388,23,3,746.66,2239.98
1150,388,64,1,1800.23,1800.23
1151,388,41,1,775.69,775.69
1152,389,40,2,1364.16,2728.32
1153,389,138,4,830.47,3321.88
1154,389,28,2,1372.38,2744.76
1155,390,143,2,407.15,814.3
1156,390,89,1,764.16,764.16
1157,390,113,4,1091.0,4364.0
1158,391,35,4,1127.12,4508.48
1159,391,65,4,503.33,2013.32
1160,391,11,3,562.96,1688.88
1161,392,126,3,889.25,2667.75
1162,392,49,3,221.76,665.28
1163,392,146,4,663.24,2652.96
1164,392,48,3,1526.3,4578.9
1165,392,140,2,1343.12,2686.24
1166,393,136,2,317.56,635.12
1167,394,76,4,828.09,3312.36
1168,394,68,1,1418.6,1418.6
1169,394,139,4,1849.73,7398.92
1170,394,94,2,1474.12,2948.24
1171,395,94,2,1474.12,2948.24
1172,396,17,2,1108.56,2217.12
1173,396,138,4,830.47,3321.88
1174,396,100,2,248.57,497.14
1175,397,73,1,950.62,950.62
1176,397,83,1,1617.96,1617.96
1177,397,105,2,538.57,1077.14
1178,397,29,2,1645.39,3290.78
1179,397,25,1,1273.61,1273.61
1180,398,28,2,1372.38,2744.76
1181,398,125,1,1959.8,1959.8
1182,399,147,4,565.46,2261.84
1183,400,135,2,1750.68,3501.36
1184,400,66,1,51.86,51.86
1185,400,13,1,766.06,766.06
1186,400,94,2,1474.12,2948.24
1187,401,21,4,1712.08,6848.32
1188,401,120,3,1438.05,4314.15
1189,401,16,1,258.4,258.4
1190,401,93,3,600.45,1801.35
1191,402,11,1,562.96,562.96
1192,402,19,1,1412.1,1412.1
1193,402,78,2,811.22,1622.44
1194,402,20,4,463.52,1854.08
1195,402,56,2,125.27,250.54
1196,403,135,2,1750.68,3501.36
1197,403,64,4,1800.23,7200.92
1198,404,148,3,1362.24,4086.72
1199,405,110,4,537.75,2151.0
1200,405,27,3,547.2,1641.6
1201,405,43,2,1885.44,3770.88
1202,405,47,4,1908.09,7632.36
1203,406,81,3,849.54,2548.62
1204,406,141,4,326.8,1307.2
1205,406,84,4,110.67,442.68
1206,407,62,2,1858.54,3717.08
1207,407,145,4,57.09,228.36
1208,407,140,3,1343.12,4029.36
1209,408,116,1,1864.19,1864.19
1210,408,115,1,1339.05,1339.05
1211,408,102,3,173.15,519.45
1212,409,5,3,196.45,589.35
1213,409,133,2,722.04,1444.08
1214,409,35,2,1127.12,2254.24
1215,409,78,3,811.22,2433.66
1216,409,2,1,557.31,557.31
1217,410,142,2,1745.61,3491.22
1218,410,131,1,93.24,93.24
1219,410,143,1,407.15,407.15
1220,411,92,3,1439.63,4318.89
1221,411,40,2,1364.16,2728.32
1222,411,36,2,1173.33,2346.66
1223,411,68,3,1418.6,4255.8
1224,412,24,2,541.29,1082.58
1225,412,147,1,565.46,565.46
1226,412,103,3,1050.34,3151.02
1227,413,45,3,1285.51,3856.53
1228,413,125,1,1959.8,1959.8
1229,413,148,4,1362.24,5448.96
1230,413,25,1,1273.61,1273.61
1231,414,86,3,1509.6,4528.8
1232,415,107,4,1858.75,7435.0
1233,415,31,1,1886.39,1886.39
1234,415,59,3,260.26,780.78
1235,415,3,1,1475.58,1475.58
1236,416,139,3,1849.73,5549.19
1237,416,145,2,57.09,114.18
1238,416,39,2,228.2,456.4
1239,417,101,4,1162.05,4648.2
1240,418,148,3,1362.24,4086.72
1241,418,130,4,1109.52,4438.08
1242,418,24,2,541.29,1082.58
1243,418,57,2,166.73,333.46
1244,418,111,3,146.89,440.67
1245,419,122,1,982.18,982.18
1246,420,103,2,1050.34,2100.68
1247,420,68,2,1418.6,2837.2
1248,420,22,4,563.17,2252.68
1249,420,129,2,81.7,163.4
1250,420,112,4,577.12,2308.48
1251,421,147,2,565.46,1130.92
1252,421,51,2,314.15,628.3
1253,421,144,1,617.33,617.33
1254,421,135,3,1750.68,5252.04
1255,422,83,4,1617.96,6471.84
1256,422,148,4,1362.24,5448.96
1257,422,23,3,746.66,2239.98
1258,422,29,3,1645.39,4936.17
1259,423,83,1,1617.96,1617.96
1260,423,89,3,764.16,2292.48
1261,424,90,2,1853.77,3707.54
1262,424,114,4,1967.87,7871.48
1263,425,60,2,1104.11,2208.22
1264,426,40,1,1364.16,1364.16
1265,426,22,2,563.17,1126.34
1266,426,29,2,1645.39,3290.78
1267,427,4,3,1185.08,3555.24
1268,427,88,4,1730.65,6922.6
1269,427,29,4,1645.39,6581.56
1270,428,85,2,39.37,78.74
1271,429,55,4,1970.79,7883.16
1272,429,53,2,11.14,22.28
1273,429,140,1,1343.12,1343.12
1274,429,134,4,214.56,858.24
1275,429,67,1,1181.0,1181.0
1276,430,44,2,1770.73,3541.46
1277,430,16,3,258.4,775.2
1278,430,73,1,950.62,950.62
1279,431,3,3,1475.58,4426.74
1280,431,18,1,1724.8,1724.8
1281,431,100,1,248.57,248.57
1282,431,70,3,667.55,2002.65
1283,432,60,3,1104.11,3312.33
1284,432,98,4,1704.17,6816.68
1285,432,131,1,93.24,93.24
1286,432,26,2,497.17,994.34
1287,433,129,1,81.7,81.7
1288,433,118,1,1780.53,1780.53
1289,434,136,3,317.56,952.68
1290,434,79,4,1724.73,6898.92
1291,435,41,3,775.69,2327.07
1292,435,5,3,196.45,589.35
1293,435,89,2,764.16,1528.32
1294,435,91,3,851.78,2555.34
1295,436,66,4,51.86,207.44
1296,437,143,3,407.15,1221.45
1297,438,39,4,228.2,912.8
1298,438,88,2,1730.65,3461.3
1299,439,98,2,1704.17,3408.34
1300,440,62,3,1858.54,5575.62
1301,440,147,3,565.46,1696.38
1302,440,40,4,1364.16,5456.64
1303,440,110,2,537.75,1075.5
1304,441,36,2,1173.33,2346.66
1305,441,149,2,1879.08,3758.16
1306,442,135,2,1750.68,3501.36
1307,442,35,2,1127.12,2254.24
1308,442,111,3,146.89,440.67
1309,443,143,1,407.15,407.15
1310,444,82,1,507.11,507.11
1311,444,38,3,992.1,2976.3
1312,445,106,2,1294.55,2589.1
1313,445,78,2,811.22,1622.44
1314,445,114,1,1967.87,1967.87
1315,445,71,2,564.17,1128.34
1316,446,7,2,1434.88,2869.76
1317,446,69,2,144.13,288.26
1318,447,7,1,1434.88,1434.88
1319,447,92,4,1439.63,5758.52
1320,448,129,3,81.7,245.1
1321,448,121,2,1272.13,2544.26
1322,449,126,2,889.25,1778.5
1323,449,122,2,982.18,1964.36
1324,449,36,1,1173.33,1173.33
1325,449,42,4,1062.94,4251.76
1326,450,70,4,667.55,2670.2
1327,451,52,1,1907.46,1907.46
1328,451,53,2,11.14,22.28
1329,452,126,4,889.25,3557.0
1330,452,84,4,110.67,442.68
1331,452,118,1,1780.53,1780.53
1332,452,64,4,1800.23,7200.92
1333,453,101,1,1162.05,1162.05
1334,453,147,1,565.46,565.46
1335,453,138,4,830.47,3321.88
1336,454,11,4,562.96,2251.84
1337,454,63,1,630.32,630.32
1338,454,133,4,722.04,2888.16
1339,454,138,1,830.47,830.47
1340,455,75,4,1321.38,5285.52
1341,455,113,3,1091.0,3273.0
1342,456,119,3,551.97,1655.91
1343,456,43,1,1885.44,1885.44
1344,456,109,2,155.79,311.58
1345,457,116,2,1864.19,3728.38
1346,457,24,2,541.29,1082.58
1347,457,129,4,81.7,326.8
1348,457,29,4,1645.39,6581.56
1349,458,116,4,1864.19,7456.76
1350,458,7,2,1434.88,2869.76
1351,458,46,4,875.18,3500.72
1352,459,65,3,503.33,1509.99
1353,460,32,1,1314.32,1314.32
1354,460,24,4,541.29,2165.16
1355,461,22,2,563.17,1126.34
1356,461,135,4,1750.68,7002.72
1357,461,99,4,145.24,580.96
1358,462,44,3,1770.73,5312.19
1359,463,39,4,228.2,912.8
1360,463,42,3,1062.94,3188.82
1361,463,38,3,992.1,2976.3
1362,463,46,4,875.18,3500.72
1363,463,14,3,694.47,2083.41
1364,464,31,2,1886.39,3772.78
1365,464,34,1,537.11,537.11
1366,465,65,1,503.33,503.33
1367,465,4,4,1185.08,4740.32
1368,465,118,2,1780.53,3561.06
1369,465,128,2,1767.38,3534.76
1370,465,140,4,1343.12,5372.48
1371,466,105,2,538.57,1077.14
1372,466,114,3,1967.87,5903.61
1373,466,21,2,1712.08,3424.16
1374,466,2,1,557.31,557.31
1375,467,38,3,992.1,2976.3
1376,467,15,1,96.47,96.47
1377,468,9,3,1620.77,4862.31
1378,468,148,3,1362.24,4086.72
1379,469,13,1,766.06,766.06
1380,470,46,2,875.18,1750.36
1381,470,42,4,1062.94,4251.76
1382,470,73,3,950.62,2851.86
1383,470,147,1,565.46,565.46
1384,471,77,3,1310.38,3931.14
1385,472,98,1,1704.17,1704.17
1386,472,18,3,1724.8,5174.4
1387,472,110,4,537.75,2151.0
1388,473,32,3,1314.32,3942.96
1389,473,71,4,564.17,2256.68
1390,474,54,1,48.76,48.76
1391,474,15,4,96.47,385.88
1392,474,28,3,1372.38,4117.14
1393,474,147,4,565.46,2261.84
1394,474,136,3,317.56,952.68
1395,475,135,2,1750.68,3501.36
1396,475,148,4,1362.24,5448.96
1397,475,91,4,851.78,3407.12
1398,476,47,1,1908.09,1908.09
1399,476,60,1,1104.11,1104.11
1400,476,75,1,1321.38,1321.38
1401,476,50,4,1281.51,5126.04
1402,477,54,4,48.76,195.04
1403,478,12,2,1529.35,3058.7
1404,478,86,1,1509.6,1509.6
1405,478,90,2,1853.77,3707.54
1406,478,144,3,617.33,1851.99
1407,479,18,3,1724.8,5174.4
1408,479,79,1,1724.73,1724.73
1409,479,77,1,1310.38,1310.38
1410,480,88,1,1730.65,1730.65
1411,480,102,2,173.15,346.3
1412,480,146,2,663.24,1326.48
1413,481,87,1,818.76,818.76
1414,481,123,2,1272.23,2544.46
1415,481,122,4,982.18,3928.72
1416,482,118,3,1780.53,5341.59
1417,482,138,4,830.47,3321.88
1418,483,15,3,96.47,289.41
1419,483,134,1,214.56,214.56
1420,483,77,2,1310.38,2620.76
1421,483,145,3,57.09,171.27
1422,484,17,1,1108.56,1108.56
1423,484,39,3,228.2,684.6
1424,484,72,4,1083.08,4332.32
1425,485,43,3,1885.44,5656.32
1426,485,147,3,565.46,1696.38
1427,485,100,1,248.57,248.57
1428,485,48,3,1526.3,4578.9
1429,485,30,4,542.8,2171.2
1430,486,128,2,1767.38,3534.76
1431,487,116,3,1864.19,5592.57
1432,487,78,2,811.22,1622.44
1433,487,56,1,125.27,125.27
1434,488,10,4,1613.58,6454.32
1435,488,52,1,1907.46,1907.46
1436,488,24,4,541.29,2165.16
1437,489,40,3,1364.16,4092.48
1438,489,49,3,221.76,665.28
1439,489,88,2,1730.65,3461.3
1440,489,124,1,17.06,17.06
1441,489,135,2,1750.68,3501.36
1442,490,10,4,1613.58,6454.32
1443,490,118,1,1780.53,1780.53
1444,491,80,1,388.52,388.52
1445,492,23,3,746.66,2239.98
1446,492,86,1,1509.6,1509.6
1447,492,120,3,1438.05,4314.15
1448,492,12,2,1529.35,3058.7
1449,492,27,3,547.2,1641.6
1450,493,50,3,1281.51,3844.53
1451,493,74,3,820.05,2460.15
1452,494,31,3,1886.39,5659.17
1453,494,70,1,667.55,667.55
1454,494,39,1,228.2,228.2
1455,494,41,1,775.69,775.69
1456,495,139,3,1849.73,5549.19
1457,495,90,3,1853.77,5561.31
1458,496,73,2,950.62,1901.24
1459,496,147,2,565.46,1130.92
1460,497,80,3,388.52,1165.56
1461,498,114,1,1967.87,1967.87
1462,498,13,1,766.06,766.06
1463,498,34,4,537.11,2148.44
1464,498,8,1,448.68,448.68
1465,498,121,1,1272.13,1272.13
1466,499,101,3,1162.05,3486.15
1467,499,46,3,875.18,2625.54
1468,499,115,2,1339.05,2678.1
1469,499,92,1,1439.63,1439.63
1470,500,146,1,663.24,663.24
1471,500,34,4,537.11,2148.44
1472,500,24,3,541.29,1623.87
1473,500,120,4,1438.05,5752.2
1474,501,60,3,1104.11,3312.33
1475,501,58,4,147.73,590.92
1476,501,37,2,730.37,1460.74
1477,501,67,3,1181.0,3543.0
1478,502,117,1,1757.47,1757.47
1479,502,125,4,1959.8,7839.2
1480,502,8,1,448.68,448.68
1481,503,123,3,1272.23,3816.69
1482,503,119,3,551.97,1655.91
1483,503,44,2,1770.73,3541.46
1484,504,27,1,547.2,547.2
1485,504,104,3,1342.75,4028.25
1486,504,28,4,1372.38,5489.52
1487,504,84,4,110.67,442.68
1488,504,143,4,407.15,1628.6
1489,505,63,2,630.32,1260.64
1490,505,141,4,326.8,1307.2
1491,506,17,4,1108.56,4434.24
1492,506,88,3,1730.65,5191.95
1493,506,54,2,48.76,97.52
1494,506,111,2,146.89,293.78
1495,507,147,4,565.46,2261.84
1496,508,119,3,551.97,1655.91
1497,509,25,1,1273.61,1273.61
1498,509,114,1,1967.87,1967.87
1499,509,46,4,875.18,3500.72
1500,509,79,3,1724.73,5174.19
1501,509,104,4,1342.75,5371.0
1502,510,24,2,541.29,1082.58
1503,511,149,2,1879.08,3758.16
1504,511,1,2,1282.46,2564.92
1505,512,137,4,333.38,1333.52
1506,512,75,2,1321.38,2642.76
1507,512,100,2,248.57,497.14
1508,512,148,3,1362.24,4086.72
1509,513,146,3,663.24,1989.72
1510,513,78,1,811.22,811.22
1511,513,112,1,577.12,577.12
1512,514,131,3,93.24,279.72
1513,514,104,1,1342.75,1342.75
1514,514,33,1,1829.95,1829.95
1515,514,76,3,828.09,2484.27
1516,514,16,1,258.4,258.4
1517,515,8,4,448.68,1794.72
1518,515,61,3,1746.14,5238.42
1519,515,111,4,146.89,587.56
1520,516,98,2,1704.17,3408.34
1521,516,112,4,577.12,2308.48
1522,516,140,2,1343.12,2686.24
1523,516,55,2,1970.79,3941.58
1524,517,99,2,145.24,290.48
1525,517,93,2,600.45,1200.9
1526,517,107,1,1858.75,1858.75
1527,517,40,1,1364.16,1364.16
1528,517,74,1,820.05,820.05
1529,518,125,2,1959.8,3919.6
1530,518,112,1,577.12,577.12
1531,519,107,4,1858.75,7435.0
1532,519,117,2,1757.47,3514.94
1533,520,131,4,93.24,372.96
1534,520,109,3,155.79,467.37
1535,520,142,2,1745.61,3491.22
1536,520,116,2,1864.19,3728.38
1537,521,2,3,557.31,1671.93
1538,521,148,4,1362.24,5448.96
1539,521,128,3,1767.38,5302.14
1540,521,61,1,1746.14,1746.14
1541,522,146,4,663.24,2652.96
1542,523,29,1,1645.39,1645.39
1543,523,149,2,1879.08,3758.16
1544,523,124,3,17.06,51.18
1545,524,133,2,722.04,1444.08
1546,524,21,4,1712.08,6848.32
1547,524,134,1,214.56,214.56
1548,524,23,3,746.66,2239.98
1549,525,14,4,694.47,2777.88
1550,525,88,4,1730.65,6922.6
1551,525,137,3,333.38,1000.14
1552,525,3,4,1475.58,5902.32
1553,525,121,3,1272.13,3816.39
1554,526,75,3,1321.38,3964.14
1555,526,43,3,1885.44,5656.32
1556,526,10,1,1613.58,1613.58
1557,527,149,3,1879.08,5637.24
1558,527,44,1,1770.73,1770.73
1559,527,147,3,565.46,1696.38
1560,527,14,4,694.47,2777.88
1561,528,33,1,1829.95,1829.95
1562,529,65,3,503.33,1509.99
1563,529,34,3,537.11,1611.33
1564,529,72,1,1083.08,1083.08
1565,530,45,2,1285.51,2571.02
1566,531,95,4,634.07,2536.28
1567,531,45,2,1285.51,2571.02
1568,531,67,1,1181.0,1181.0
1569,531,61,3,1746.14,5238.42
1570,532,38,2,992.1,1984.2
1571,533,106,2,1294.55,2589.1
1572,533,99,2,145.24,290.48
1573,533,61,3,1746.14,5238.42
1574,533,113,1,1091.0,1091.0
1575,534,30,4,542.8,2171.2
1576,534,14,4,694.47,2777.88
1577,534,43,4,1885.44,7541.76
1578,535,122,4,982.18,3928.72
1579,535,137,4,333.38,1333.52
1580,535,60,4,1104.11,4416.44
1581,536,38,1,992.1,992.1
1582,536,136,3,317.56,952.68
1583,536,112,4,577.12,2308.48
1584,537,81,3,849.54,2548.62
1585,537,136,4,317.56,1270.24
1586,537,11,3,562.96,1688.88
1587,537,25,3,1273.61,3820.83
1588,538,69,4,144.13,576.52
1589,538,26,4,497.17,1988.68
