order_id,customer_id,order_date,order_status
872,147,2026-02-10,Shipped
873,102,2024-08-13,Cancelled
874,198,2024-06-24,Returned
875,75,2024-09-22,Delivered
876,74,2025-05-10,Delivered
877,89,2025-03-20,Shipped
878,168,2025-05-19,Cancelled
879,192,2025-01-04,Shipped
880,55,2025-05-19,Returned
881,138,2025-12-15,Cancelled
882,144,2025-12-20,Cancelled
883,36,2026-05-01,Delivered
884,158,2025-07-02,Returned
885,63,2024-11-12,Delivered
886,172,2025-03-05,Returned
887,164,2025-10-27,Returned
888,14,2025-11-14,Delivered
889,106,2025-03-13,Cancelled
890,184,2025-05-18,Shipped
891,26,2024-12-04,Returned
892,2,2024-09-04,Returned
893,105,2025-07-01,Shipped
894,123,2026-03-21,Returned
895,194,2025-04-17,Cancelled
896,83,2024-05-24,Cancelled
897,166,2024-12-25,Delivered
898,197,2026-05-05,Delivered
899,167,2026-01-24,Returned
900,137,2025-04-28,Delivered
901,45,2025-03-07,Shipped
902,46,2025-10-24,Delivered
903,102,2025-01-15,Shipped
904,48,2025-06-30,Cancelled
905,10,2025-10-27,Delivered
906,77,2024-06-15,Delivered
907,86,2024-07-29,Cancelled
908,117,2026-04-27,Shipped
909,35,2025-07-01,Shipped
910,70,2025-09-22,Returned
911,29,2025-02-13,Cancelled
912,42,2026-03-01,Shipped
913,166,2025-04-15,Cancelled
914,184,2025-09-01,Returned
915,4,2026-04-28,Cancelled
916,76,2025-10-03,Returned
917,45,2026-03-12,Shipped
918,110,2024-12-12,Cancelled
919,23,2025-01-30,Shipped
920,172,2024-12-10,Delivered
921,48,2024-12-08,Returned
922,123,2026-01-28,Cancelled
923,64,2024-07-30,Delivered
924,67,2024-11-29,Shipped
925,61,2025-10-05,Shipped
926,193,2025-08-11,Cancelled
927,85,2025-03-14,Cancelled
928,150,2025-05-08,Delivered
929,67,2026-01-05,Cancelled
930,178,2025-10-21,Returned
931,16,2025-12-17,Delivered
932,120,2024-11-18,Cancelled
933,41,2025-12-06,Shipped
934,176,2025-10-18,Cancelled
935,177,2025-08-15,Delivered
936,164,2026-01-03,Cancelled
937,95,2024-10-13,Returned
938,57,2025-06-22,Returned
939,123,2025-02-01,Returned
940,117,2025-10-23,Cancelled
941,107,2025-11-02,Shipped
942,194,2024-10-01,Returned
943,196,2025-01-13,Returned
944,175,2025-07-14,Delivered
945,135,2024-05-23,Shipped
946,136,2025-10-19,Cancelled
947,20,2024-05-21,Delivered
948,16,2026-02-19,Returned
949,147,2024-07-06,Returned
950,43,2024-05-24,Cancelled
951,134,2025-03-30,Shipped
952,30,2024-07-29,Returned
953,184,2025-06-26,Shipped
954,24,2024-08-03,Shipped
955,15,2025-10-29,Shipped
956,34,2025-04-26,Shipped
957,117,2025-02-12,Delivered
958,144,2024-11-01,Shipped
959,173,2025-11-29,Cancelled
960,186,2024-12-21,Delivered
961,102,2024-11-26,Cancelled
962,1,2024-10-11,Returned
963,149,2024-06-10,Delivered
964,12,2024-06-02,Shipped
965,89,2025-09-08,Delivered
966,139,2024-07-25,Delivered
967,18,2024-06-28,Shipped
968,9,2026-05-13,Cancelled
969,105,2025-08-19,Returned
970,197,2025-10-07,Returned
971,197,2026-04-09,Shipped
972,96,2026-02-22,Shipped
973,115,2024-10-30,Shipped
974,97,2025-08-23,Delivered
975,175,2025-09-22,Returned
976,168,2024-08-17,Cancelled
977,31,2025-11-15,Returned
978,138,2024-08-16,Shipped
979,136,2024-07-21,Returned
980,187,2026-03-11,Returned
981,1,2025-08-27,Delivered
982,77,2024-08-23,Shipped
983,173,2025-03-03,Shipped
984,137,2025-10-06,Shipped
985,59,2025-12-29,Returned
986,118,2026-04-13,Cancelled
987,40,2025-09-30,Cancelled
988,49,2025-07-28,Delivered
989,9,2026-01-28,Shipped
990,158,2024-10-05,Delivered
991,62,2026-04-10,Returned
992,18,2024-08-09,Delivered
993,153,2025-11-06,Delivered
994,115,2024-10-05,Delivered
995,63,2024-11-27,Delivered
996,103,2024-12-29,Shipped
997,60,2025-05-12,Returned
998,194,2025-10-10,Delivered
999,36,2026-05-12,Cancelled
1000,60,2024-07-12,Cancelled
